,Category of dataset,dataset,relation,Configuration_Num,y_true,y_pred,Sc1,Sc2,F1 cross-domain,Recall cross-domain,Precision cross-domain
30117,ChEMBL,assays_both_0_50_ac4_ev,View-Unionable,69,"[1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['assay_id', 'src_assay_id', 'description', 'assay_category', 'bao_format', 'chembl_id', 'doc_id', 'assay_tax_id', 'curated_by', 'src_id', 'cell_id', 'assay_type', 'assay_test_type', 'assay_organism', 'assay_strain', 'assay_tissue', 'assay_cell_type']","['assays_CHEI', 'assays_ASI', 'assays_Descri', 'assays_DOI', 'assays_TISI', 'assays_ASSTI', 'assays_Ti', 'assays_BAFO', 'assays_CONFSCO', 'assays_RELATY', 'assays_CURB', 'assays_CI', 'assays_SRI', 'assays_ASSUBCEFR']",0.46153846153846156,0.3333333333333333,0.75
30136,ChEMBL,assays_both_0_50_ac2_ev,View-Unionable,69,"[0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0]","[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","['assay_id', 'curated_by', 'assay_subcellular_fraction', 'assay_tissue', 'tissue_id', 'description', 'tid', 'assay_organism', 'doc_id', 'bao_format', 'assay_strain', 'assay_type', 'assay_test_type', 'assay_category', 'assay_tax_id', 'assay_cell_type', 'relationship_type']","['CHEI', 'ASSI', 'Desc', 'DI', 'TISI', 'ASTI', 'ASORG', 'Ti', 'BAFO', 'CONFISC', 'CUB', 'CI', 'ASSST', 'ASSUBCELFRAC', 'SI']",0.14285714285714285,0.09090909090909091,0.3333333333333333
30140,ChEMBL,assays_both_0_1_ac5_ev,View-Unionable,69,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['assay_id', 'doc_id', 'description', 'assay_type', 'assay_test_type', 'assay_category', 'assay_organism', 'assay_tax_id', 'assay_strain', 'assay_tissue', 'assay_cell_type', 'assay_subcellular_fraction']","['assays_ss_d', 'assays_chmbl_d', 'assays_tss_d', 'assays_td', 'assays_b_frmt', 'assays_cnfdnc_scr', 'assays_rltnshp_tp', 'assays_crtd_b', 'assays_cll_d', 'assays_src_d']",0.3333333333333333,1.0,0.2
30148,ChEMBL,assays_both_0_1_ac2_av,View-Unionable,69,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","['assay_id', 'doc_id', 'description', 'assay_type', 'assay_test_type', 'assay_category', 'assay_organism', 'assay_tax_id', 'assay_strain', 'assay_tissue', 'assay_cell_type', 'assay_subcellular_fraction']","['CHEI', 'ASI', 'TII', 'T', 'BAFOR', 'CONFSC', 'RELT', 'CUB', 'CI', 'SRI']",0.0,0.0,0.0
30149,ChEMBL,assays_both_0_70_ac5_av,View-Unionable,69,"[0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['assay_id', 'src_id', 'assay_cell_type', 'confidence_score', 'assay_organism', 'assay_test_type', 'assay_category', 'assay_tax_id', 'tissue_id', 'cell_id', 'description', 'assay_tissue', 'variant_id', 'src_assay_id', 'assay_subcellular_fraction', 'bao_format', 'doc_id', 'assay_type', 'assay_strain']","['assays_chmbl_d', 'assays_ss_d', 'assays_dscrptn', 'assays_ss_tss', 'assays_tss_d', 'assays_ss_rgnsm', 'assays_ss_tx_d', 'assays_td', 'assays_b_frmt', 'assays_rltnshp_tp', 'assays_cnfdnc_scr', 'assays_ss_tst_tp', 'assays_crtd_b', 'assays_ss_cll_tp', 'assays_cll_d', 'assays_ss_sbclllr_frctn', 'assays_src_d']",0.42105263157894735,0.3076923076923077,0.6666666666666666
30151,ChEMBL,assays_both_0_1_ec_av,View-Unionable,69,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['assay_id', 'doc_id', 'description', 'assay_type', 'assay_test_type', 'assay_category', 'assay_organism', 'assay_tax_id', 'assay_strain', 'assay_tissue', 'assay_cell_type', 'assay_subcellular_fraction']","['assay_id', 'chembl_id', 'tissue_id', 'tid', 'bao_format', 'confidence_score', 'relationship_type', 'curated_by', 'cell_id', 'src_id']",0.5,1.0,0.3333333333333333
30186,ChEMBL,assays_both_0_50_ac1_ev,View-Unionable,69,"[1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0]","[0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0]","['assay_id', 'assay_organism', 'chembl_id', 'curated_by', 'assay_tissue', 'description', 'assay_category', 'relationship_type', 'assay_tax_id', 'doc_id', 'tid', 'assay_type', 'assay_test_type', 'assay_strain', 'assay_cell_type', 'assay_subcellular_fraction', 'confidence_score']","['assays_chembl_id', 'assays_assay_id', 'assays_description', 'assays_doc_id', 'assays_tissue_id', 'assays_assay_tissue', 'assays_assay_organism', 'assays_assay_tax_id', 'assays_tid', 'assays_bao_format', 'assays_relationship_type', 'assays_curated_by', 'assays_cell_id', 'assays_src_id']",0.16666666666666666,0.1,0.5
30197,ChEMBL,assays_both_0_70_ac4_av,View-Unionable,69,"[1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['assay_id', 'doc_id', 'assay_type', 'assay_cell_type', 'curated_by', 'chembl_id', 'assay_test_type', 'tissue_id', 'tid', 'src_assay_id', 'src_id', 'variant_id', 'relationship_type', 'description', 'assay_organism', 'assay_subcellular_fraction', 'assay_category', 'assay_tax_id', 'assay_strain']","['assays_ASI', 'assays_CHEI', 'assays_Descri', 'assays_DOI', 'assays_TII', 'assays_ASTI', 'assays_ASSOR', 'assays_Ti', 'assays_BFOR', 'assays_CONFSC', 'assays_RELATTY', 'assays_ASST', 'assays_ASTTY', 'assays_CURAB', 'assays_CEI', 'assays_ASSCT', 'assays_ASSSUBFRA', 'assays_SRI']",0.7407407407407407,0.7142857142857143,0.7692307692307693
30202,ChEMBL,assays_both_0_1_ac1_av,View-Unionable,69,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 1, 0, 0, 0, 0, 0, 0, 0]","['assay_id', 'doc_id', 'description', 'assay_type', 'assay_test_type', 'assay_category', 'assay_organism', 'assay_tax_id', 'assay_strain', 'assay_tissue', 'assay_cell_type', 'assay_subcellular_fraction']","['assays_assay_id', 'assays_chembl_id', 'assays_tissue_id', 'assays_tid', 'assays_bao_format', 'assays_relationship_type', 'assays_confidence_score', 'assays_curated_by', 'assays_cell_id', 'assays_src_id']",0.2857142857142857,1.0,0.16666666666666666
30203,ChEMBL,assays_both_0_70_ac1_ev,View-Unionable,69,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1]","[0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1]","['assay_id', 'assay_organism', 'tissue_id', 'chembl_id', 'description', 'assay_test_type', 'doc_id', 'assay_tissue', 'tid', 'variant_id', 'assay_category', 'bao_format', 'src_assay_id', 'curated_by', 'assay_subcellular_fraction', 'assay_tax_id', 'assay_type', 'assay_strain', 'assay_cell_type']","['assays_chembl_id', 'assays_assay_id', 'assays_description', 'assays_doc_id', 'assays_assay_tissue', 'assays_tissue_id', 'assays_assay_organism', 'assays_assay_tax_id', 'assays_tid', 'assays_bao_format', 'assays_relationship_type', 'assays_confidence_score', 'assays_curated_by', 'assays_assay_test_type', 'assays_cell_id', 'assays_src_id', 'assays_assay_subcellular_fraction']",0.6,0.46153846153846156,0.8571428571428571
30204,ChEMBL,assays_both_0_30_ac1_ev,View-Unionable,69,"[0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1]","[0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]","['assay_id', 'assay_tissue', 'curated_by', 'description', 'src_id', 'variant_id', 'doc_id', 'assay_type', 'assay_test_type', 'assay_category', 'assay_organism', 'assay_tax_id', 'assay_strain', 'assay_cell_type']","['assays_chembl_id', 'assays_assay_id', 'assays_description', 'assays_assay_tissue', 'assays_tissue_id', 'assays_tid', 'assays_bao_format', 'assays_confidence_score', 'assays_curated_by', 'assays_relationship_type', 'assays_cell_id', 'assays_assay_subcellular_fraction', 'assays_src_id']",0.625,1.0,0.45454545454545453
30225,ChEMBL,assays_both_0_30_ec_ev,View-Unionable,69,"[1, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1]","[1, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 1]","['assay_id', 'assay_subcellular_fraction', 'assay_organism', 'description', 'relationship_type', 'assay_type', 'doc_id', 'assay_test_type', 'assay_category', 'assay_tax_id', 'assay_strain', 'assay_tissue', 'assay_cell_type', 'tid']","['assay_id', 'chembl_id', 'description', 'tissue_id', 'assay_organism', 'bao_format', 'confidence_score', 'assay_type', 'relationship_type', 'curated_by', 'cell_id', 'src_id', 'assay_subcellular_fraction']",0.8333333333333334,0.8333333333333334,0.8333333333333334
30230,ChEMBL,assays_both_0_50_ac3_ev,View-Unionable,69,"[1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['assay_id', 'assay_organism', 'tid', 'chembl_id', 'variant_id', 'src_id', 'bao_format', 'assay_type', 'assay_tax_id', 'relationship_type', 'curated_by', 'doc_id', 'description', 'assay_test_type', 'assay_category', 'assay_strain', 'assay_tissue']","['chmbl_d', 'ss_d', 'tss_d', 'ss_rgnsm', 'ss_tx_d', 'td', 'b_frmt', 'rltnshp_tp', 'cnfdnc_scr', 'ss_tp', 'crtd_b', 'cll_d', 'ss_cll_tp', 'ss_sbclllr_frctn', 'src_d']",0.0,0.0,0.0
30236,ChEMBL,assays_both_0_1_ac2_ev,View-Unionable,69,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['assay_id', 'doc_id', 'description', 'assay_type', 'assay_test_type', 'assay_category', 'assay_organism', 'assay_tax_id', 'assay_strain', 'assay_tissue', 'assay_cell_type', 'assay_subcellular_fraction']","['ASI', 'CHEI', 'TII', 'Ti', 'BFOR', 'RELATIT', 'CONSCO', 'CURAB', 'CI', 'SI']",0.0,0.0,0.0
30241,ChEMBL,assays_both_0_70_ac3_av,View-Unionable,69,"[1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['assay_id', 'tissue_id', 'bao_format', 'variant_id', 'relationship_type', 'curated_by', 'assay_strain', 'assay_cell_type', 'cell_id', 'src_id', 'assay_tissue', 'tid', 'assay_test_type', 'doc_id', 'assay_subcellular_fraction', 'chembl_id', 'description', 'assay_type', 'assay_category']","['ss_d', 'chmbl_d', 'dc_d', 'ss_tss', 'tss_d', 'ss_rgnsm', 'ss_tx_d', 'td', 'b_frmt', 'cnfdnc_scr', 'rltnshp_tp', 'ss_tst_tp', 'crtd_b', 'ss_cll_tp', 'cll_d', 'ss_strn', 'src_d', 'ss_sbclllr_frctn']",0.5,0.3333333333333333,1.0
30242,ChEMBL,assays_both_0_30_ac1_av,View-Unionable,69,"[0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0]","[0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]","['assay_id', 'cell_id', 'curated_by', 'assay_category', 'variant_id', 'assay_tissue', 'doc_id', 'description', 'assay_type', 'assay_test_type', 'assay_organism', 'assay_tax_id', 'assay_strain', 'assay_cell_type']","['assays_chembl_id', 'assays_assay_id', 'assays_assay_tissue', 'assays_tissue_id', 'assays_tid', 'assays_bao_format', 'assays_confidence_score', 'assays_relationship_type', 'assays_curated_by', 'assays_cell_id', 'assays_src_id', 'assays_assay_subcellular_fraction']",0.5454545454545454,0.75,0.42857142857142855
30249,ChEMBL,assays_both_0_50_ec_ev,View-Unionable,69,"[1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0]","[1, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0]","['assay_id', 'doc_id', 'confidence_score', 'assay_strain', 'cell_id', 'assay_category', 'curated_by', 'tissue_id', 'assay_cell_type', 'assay_tissue', 'assay_tax_id', 'description', 'assay_type', 'assay_test_type', 'assay_organism', 'assay_subcellular_fraction', 'tid']","['assay_id', 'chembl_id', 'doc_id', 'assay_tissue', 'tissue_id', 'assay_tax_id', 'bao_format', 'confidence_score', 'relationship_type', 'curated_by', 'assay_cell_type', 'cell_id', 'assay_strain', 'src_id']",0.9523809523809523,1.0,0.9090909090909091
30261,ChEMBL,assays_both_0_1_ac3_ev,View-Unionable,69,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['assay_id', 'doc_id', 'description', 'assay_type', 'assay_test_type', 'assay_category', 'assay_organism', 'assay_tax_id', 'assay_strain', 'assay_tissue', 'assay_cell_type', 'assay_subcellular_fraction']","['ss_d', 'chmbl_d', 'tss_d', 'td', 'b_frmt', 'cnfdnc_scr', 'rltnshp_tp', 'crtd_b', 'cll_d', 'src_d']",0.0,0.0,0.0
30268,ChEMBL,assays_both_0_1_ac1_ev,View-Unionable,69,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 1, 0, 0, 0, 0, 0, 0, 0]","['assay_id', 'doc_id', 'description', 'assay_type', 'assay_test_type', 'assay_category', 'assay_organism', 'assay_tax_id', 'assay_strain', 'assay_tissue', 'assay_cell_type', 'assay_subcellular_fraction']","['assays_chembl_id', 'assays_assay_id', 'assays_tissue_id', 'assays_tid', 'assays_bao_format', 'assays_relationship_type', 'assays_confidence_score', 'assays_curated_by', 'assays_cell_id', 'assays_src_id']",0.25,1.0,0.14285714285714285
30271,ChEMBL,assays_both_0_70_ac2_ev,View-Unionable,69,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['assay_id', 'assay_organism', 'tid', 'assay_category', 'assay_tissue', 'src_id', 'assay_type', 'tissue_id', 'variant_id', 'cell_id', 'chembl_id', 'assay_tax_id', 'src_assay_id', 'doc_id', 'assay_strain', 'assay_cell_type', 'description', 'assay_test_type', 'assay_subcellular_fraction']","['ASI', 'CHI', 'DOI', 'ASSTI', 'TII', 'ASOR', 'ASTI', 'Ti', 'BAFOR', 'CONFISCO', 'ASSTY', 'RELATTY', 'CURAB', 'ASSCTY', 'CI', 'SI', 'ASST']",0.0,0.0,0.0
30291,ChEMBL,assays_both_0_50_ac3_av,View-Unionable,69,"[1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['assay_id', 'src_id', 'assay_test_type', 'assay_subcellular_fraction', 'cell_id', 'assay_type', 'doc_id', 'bao_format', 'curated_by', 'assay_strain', 'assay_tissue', 'description', 'assay_category', 'assay_organism', 'assay_tax_id', 'assay_cell_type', 'tid']","['ss_d', 'chmbl_d', 'dc_d', 'ss_tss', 'tss_d', 'b_frmt', 'cnfdnc_scr', 'rltnshp_tp', 'ss_tp', 'ss_tst_tp', 'crtd_b', 'cll_d', 'src_d', 'ss_strn', 'ss_sbclllr_frctn']",0.16666666666666666,0.09090909090909091,1.0
30292,ChEMBL,assays_both_0_70_ac4_ev,View-Unionable,69,"[0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","['assay_id', 'assay_organism', 'assay_category', 'tissue_id', 'assay_tax_id', 'assay_test_type', 'assay_strain', 'src_id', 'src_assay_id', 'doc_id', 'relationship_type', 'tid', 'assay_cell_type', 'confidence_score', 'assay_tissue', 'assay_type', 'description', 'assay_subcellular_fraction', 'curated_by']","['assays_CHEI', 'assays_ASI', 'assays_DOI', 'assays_ASSTIS', 'assays_TII', 'assays_ASSTI', 'assays_ASSORG', 'assays_Ti', 'assays_BFO', 'assays_CONFISC', 'assay_type', 'assays_RELT', 'assays_ASTT', 'assays_CI', 'assays_ASSCT', 'assays_SRI', 'assays_ASST']",0.3333333333333333,0.21428571428571427,0.75
30293,ChEMBL,assays_both_0_30_ac2_av,View-Unionable,69,"[1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['assay_id', 'assay_test_type', 'chembl_id', 'assay_strain', 'assay_cell_type', 'doc_id', 'description', 'assay_type', 'assay_category', 'assay_organism', 'assay_tax_id', 'assay_tissue', 'assay_subcellular_fraction', 'tid']","['ASSI', 'CHEI', 'DOI', 'TII', 'BFO', 'CONFSCO', 'RELATT', 'CUB', 'ASTETY', 'CI', 'ASCETY', 'SI', 'ASSTR']",0.0,0.0,0.0
30294,ChEMBL,assays_both_0_1_ac3_av,View-Unionable,69,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['assay_id', 'doc_id', 'description', 'assay_type', 'assay_test_type', 'assay_category', 'assay_organism', 'assay_tax_id', 'assay_strain', 'assay_tissue', 'assay_cell_type', 'assay_subcellular_fraction']","['ss_d', 'chmbl_d', 'tss_d', 'td', 'b_frmt', 'cnfdnc_scr', 'rltnshp_tp', 'crtd_b', 'cll_d', 'src_d']",0.0,0.0,0.0
30298,ChEMBL,assays_both_0_50_ac5_ev,View-Unionable,69,"[0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['assay_id', 'confidence_score', 'variant_id', 'assay_category', 'tissue_id', 'assay_subcellular_fraction', 'assay_test_type', 'assay_organism', 'src_assay_id', 'src_id', 'relationship_type', 'doc_id', 'description', 'assay_type', 'assay_tax_id', 'assay_strain', 'assay_tissue']","['assays_chmbl_d', 'assays_ss_d', 'assays_tss_d', 'assays_ss_rgnsm', 'assays_td', 'assays_b_frmt', 'assays_cnfdnc_scr', 'assays_rltnshp_tp', 'assays_ss_tst_tp', 'assays_crtd_b', 'assays_ss_cll_tp', 'assays_cll_d', 'assays_ss_sbclllr_frctn', 'assays_src_d']",0.18181818181818182,0.125,0.3333333333333333
30299,ChEMBL,assays_both_0_50_ac5_av,View-Unionable,69,"[1, 1, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['assay_id', 'assay_subcellular_fraction', 'cell_id', 'tid', 'confidence_score', 'src_id', 'src_assay_id', 'assay_strain', 'assay_organism', 'doc_id', 'chembl_id', 'description', 'assay_type', 'assay_test_type', 'assay_category', 'assay_tax_id', 'assay_tissue']","['assays_chmbl_d', 'assays_ss_d', 'assays_dc_d', 'assays_tss_d', 'assays_ss_rgnsm', 'assays_td', 'assays_b_frmt', 'assays_cnfdnc_scr', 'assays_rltnshp_tp', 'assays_crtd_b', 'assays_ss_cll_tp', 'assays_cll_d', 'assays_ss_strn', 'assays_ss_sbclllr_frctn', 'assays_src_d']",0.0,0.0,0.0
30327,ChEMBL,assays_both_0_70_ac1_av,View-Unionable,69,"[1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1]","[1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 1]","['assay_id', 'assay_test_type', 'src_id', 'confidence_score', 'cell_id', 'assay_cell_type', 'assay_tissue', 'chembl_id', 'variant_id', 'tid', 'tissue_id', 'assay_strain', 'assay_category', 'src_assay_id', 'relationship_type', 'bao_format', 'doc_id', 'description', 'assay_type']","['assays_assay_id', 'assays_chembl_id', 'assays_assay_tissue', 'assays_tissue_id', 'assays_assay_tax_id', 'assays_assay_organism', 'assays_tid', 'assays_bao_format', 'assays_confidence_score', 'assays_relationship_type', 'assays_assay_test_type', 'assays_curated_by', 'assays_cell_id', 'assays_assay_cell_type', 'assays_src_id', 'assays_assay_subcellular_fraction', 'assays_assay_strain']",0.75,0.6923076923076923,0.8181818181818182
30344,ChEMBL,assays_both_0_30_ac5_av,View-Unionable,69,"[1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['assay_id', 'assay_strain', 'variant_id', 'assay_tissue', 'tid', 'src_assay_id', 'doc_id', 'description', 'assay_type', 'assay_test_type', 'assay_category', 'assay_organism', 'assay_tax_id', 'assay_cell_type']","['assays_ss_d', 'assays_chmbl_d', 'assays_tss_d', 'assays_ss_tss', 'assays_td', 'assays_b_frmt', 'assays_cnfdnc_scr', 'assays_rltnshp_tp', 'assays_crtd_b', 'assays_cll_d', 'assays_ss_strn', 'assays_ss_sbclllr_frctn', 'assays_src_d']",0.0,0.0,0.0
30380,ChEMBL,assays_both_0_50_ac1_av,View-Unionable,70,"[1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1]","[0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1]","['assay_id', 'src_id', 'relationship_type', 'assay_test_type', 'assay_tax_id', 'src_assay_id', 'curated_by', 'chembl_id', 'doc_id', 'assay_organism', 'variant_id', 'description', 'assay_type', 'assay_category', 'assay_strain', 'assay_tissue', 'assay_cell_type']","['assays_chembl_id', 'assays_assay_id', 'assays_doc_id', 'assays_tissue_id', 'assays_assay_tax_id', 'assays_assay_organism', 'assays_tid', 'assays_bao_format', 'assays_relationship_type', 'assays_confidence_score', 'assays_curated_by', 'assays_assay_test_type', 'assays_cell_id', 'assays_assay_subcellular_fraction', 'assays_src_id']",0.3076923076923077,0.2222222222222222,0.5
30398,ChEMBL,assays_both_0_1_ac3_av,View-Unionable,70,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['assay_id', 'doc_id', 'description', 'assay_type', 'assay_test_type', 'assay_category', 'assay_organism', 'assay_tax_id', 'assay_strain', 'assay_tissue', 'assay_cell_type', 'assay_subcellular_fraction']","['ss_d', 'chmbl_d', 'tss_d', 'td', 'b_frmt', 'cnfdnc_scr', 'rltnshp_tp', 'crtd_b', 'cll_d', 'src_d']",0.0,0.0,0.0
30400,ChEMBL,assays_both_0_1_ac4_av,View-Unionable,70,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['assay_id', 'doc_id', 'description', 'assay_type', 'assay_test_type', 'assay_category', 'assay_organism', 'assay_tax_id', 'assay_strain', 'assay_tissue', 'assay_cell_type', 'assay_subcellular_fraction']","['assays_ASI', 'assays_CHEI', 'assays_TII', 'assays_Ti', 'assays_BFOR', 'assays_CONFSCO', 'assays_RELATT', 'assays_CURAB', 'assays_CI', 'assays_SRI']",0.0,0.0,0.0
30403,ChEMBL,assays_both_0_1_ec_av,View-Unionable,70,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['assay_id', 'doc_id', 'description', 'assay_type', 'assay_test_type', 'assay_category', 'assay_organism', 'assay_tax_id', 'assay_strain', 'assay_tissue', 'assay_cell_type', 'assay_subcellular_fraction']","['assay_id', 'chembl_id', 'tissue_id', 'tid', 'bao_format', 'confidence_score', 'relationship_type', 'curated_by', 'cell_id', 'src_id']",1.0,1.0,1.0
30417,ChEMBL,assays_both_0_70_ac3_ev,View-Unionable,70,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['assay_id', 'assay_organism', 'bao_format', 'tissue_id', 'variant_id', 'confidence_score', 'assay_tissue', 'chembl_id', 'assay_category', 'curated_by', 'assay_test_type', 'doc_id', 'src_assay_id', 'relationship_type', 'tid', 'src_id', 'description', 'assay_type', 'assay_tax_id']","['ss_d', 'chmbl_d', 'dc_d', 'ss_tss', 'tss_d', 'ss_rgnsm', 'td', 'b_frmt', 'cnfdnc_scr', 'crtd_b', 'rltnshp_tp', 'ss_tst_tp', 'ss_cll_tp', 'ss_strn', 'cll_d', 'ss_sbclllr_frctn', 'src_d']",0.42105263157894735,0.3076923076923077,0.6666666666666666
30427,ChEMBL,assays_both_0_30_ac5_av,View-Unionable,70,"[1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['assay_id', 'assay_strain', 'variant_id', 'assay_tissue', 'tid', 'src_assay_id', 'doc_id', 'description', 'assay_type', 'assay_test_type', 'assay_category', 'assay_organism', 'assay_tax_id', 'assay_cell_type']","['assays_ss_d', 'assays_chmbl_d', 'assays_ss_tss', 'assays_tss_d', 'assays_td', 'assays_b_frmt', 'assays_rltnshp_tp', 'assays_cnfdnc_scr', 'assays_crtd_b', 'assays_cll_d', 'assays_src_d', 'assays_ss_strn', 'assays_ss_sbclllr_frctn']",0.0,0.0,0.0
30441,ChEMBL,assays_both_0_50_ac5_av,View-Unionable,70,"[1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['assay_id', 'assay_subcellular_fraction', 'cell_id', 'tid', 'confidence_score', 'src_id', 'src_assay_id', 'assay_strain', 'assay_organism', 'doc_id', 'chembl_id', 'description', 'assay_type', 'assay_test_type', 'assay_category', 'assay_tax_id', 'assay_tissue']","['assays_ss_d', 'assays_chmbl_d', 'assays_dc_d', 'assays_tss_d', 'assays_ss_rgnsm', 'assays_td', 'assays_b_frmt', 'assays_rltnshp_tp', 'assays_cnfdnc_scr', 'assays_cll_d', 'assays_crtd_b', 'assays_ss_cll_tp', 'assays_ss_strn', 'assays_src_d', 'assays_ss_sbclllr_frctn']",0.5555555555555556,0.5,0.625
30444,ChEMBL,assays_both_0_50_ac2_av,View-Unionable,70,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0]","[0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0]","['assay_id', 'bao_format', 'doc_id', 'cell_id', 'chembl_id', 'assay_type', 'tissue_id', 'assay_tax_id', 'assay_cell_type', 'assay_tissue', 'src_assay_id', 'description', 'assay_test_type', 'assay_category', 'assay_organism', 'assay_strain', 'assay_subcellular_fraction']","['CHEI', 'ASI', 'DI', 'ASTIS', 'TISI', 'ASTI', 'Ti', 'BFO', 'ASSTY', 'RELATY', 'CONFISC', 'CURAB', 'CEI', 'ASCT', 'SRI']",0.15384615384615385,0.1,0.3333333333333333
