,Category of dataset,dataset,relation2,Configuration_Num,y_true,y_pred,Sc1,Sc2,execution_time,F1_score,recall,precision
36567,Wikidata,musicians_unionable,Musicians_unionable,85.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 1, 1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1]","['musician', 'musicianLabel', 'genderLabel', 'birthDate', 'cityLabel', 'familyNameLabel', 'givenNameLabel', 'fatherLabel', 'motherLabel', 'partner', 'numberOfChildren', 'genreLabel', 'websiteLabel', 'residenceLabel', 'ethnicityLabel', 'religionLabel', 'activityStart', 'twitterNameLabel', 'geniusNameLabel', 'recordLabelLabel']","['musicianID', 'birthDate', 'webpage', 'familyName', 'musicianName', 'twitterUsername', 'city', 'geniusNameLabel', 'forename', 'spouse', 'recordCompany', 'fatherName', 'motherName', 'residence', 'kind', 'kickoff', 'ethnicity', 'religionLabel', 'NChildren', 'genderType']",0 days 00:01:20.723677,0.82,0.7,1.0
37035,Wikidata,musicians_unionable,Musicians_unionable,86.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1]","['musician', 'musicianLabel', 'genderLabel', 'birthDate', 'cityLabel', 'familyNameLabel', 'givenNameLabel', 'fatherLabel', 'motherLabel', 'partner', 'numberOfChildren', 'genreLabel', 'websiteLabel', 'residenceLabel', 'ethnicityLabel', 'religionLabel', 'activityStart', 'twitterNameLabel', 'geniusNameLabel', 'recordLabelLabel']","['musicianID', 'birthDate', 'webpage', 'familyName', 'musicianName', 'twitterUsername', 'city', 'geniusNameLabel', 'forename', 'spouse', 'recordCompany', 'fatherName', 'motherName', 'residence', 'kind', 'kickoff', 'ethnicity', 'religionLabel', 'NChildren', 'genderType']",0 days 00:01:41.364684,0.89,0.8,1.0
37476,Wikidata,musicians_unionable,Musicians_unionable,87.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 1, 1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1]","['musician', 'musicianLabel', 'genderLabel', 'birthDate', 'cityLabel', 'familyNameLabel', 'givenNameLabel', 'fatherLabel', 'motherLabel', 'partner', 'numberOfChildren', 'genreLabel', 'websiteLabel', 'residenceLabel', 'ethnicityLabel', 'religionLabel', 'activityStart', 'twitterNameLabel', 'geniusNameLabel', 'recordLabelLabel']","['musicianID', 'birthDate', 'webpage', 'familyName', 'musicianName', 'twitterUsername', 'city', 'geniusNameLabel', 'forename', 'spouse', 'recordCompany', 'fatherName', 'motherName', 'residence', 'kind', 'kickoff', 'ethnicity', 'religionLabel', 'NChildren', 'genderType']",0 days 00:01:40.310245,0.82,0.7,1.0
38062,Wikidata,musicians_unionable,Musicians_unionable,88.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1]","['musician', 'musicianLabel', 'genderLabel', 'birthDate', 'cityLabel', 'familyNameLabel', 'givenNameLabel', 'fatherLabel', 'motherLabel', 'partner', 'numberOfChildren', 'genreLabel', 'websiteLabel', 'residenceLabel', 'ethnicityLabel', 'religionLabel', 'activityStart', 'twitterNameLabel', 'geniusNameLabel', 'recordLabelLabel']","['musicianID', 'birthDate', 'webpage', 'familyName', 'musicianName', 'twitterUsername', 'geniusNameLabel', 'city', 'forename', 'spouse', 'recordCompany', 'fatherName', 'motherName', 'residence', 'kind', 'kickoff', 'ethnicity', 'religionLabel', 'NChildren', 'genderType']",0 days 00:01:20.667288,0.89,0.8,1.0
38514,Wikidata,musicians_unionable,Musicians_unionable,89.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['musician', 'musicianLabel', 'genderLabel', 'birthDate', 'cityLabel', 'familyNameLabel', 'givenNameLabel', 'fatherLabel', 'motherLabel', 'partner', 'numberOfChildren', 'genreLabel', 'websiteLabel', 'residenceLabel', 'ethnicityLabel', 'religionLabel', 'activityStart', 'twitterNameLabel', 'geniusNameLabel', 'recordLabelLabel']","['musicianID', 'birthDate', 'webpage', 'familyName', 'musicianName', 'twitterUsername', 'city', 'geniusNameLabel', 'forename', 'spouse', 'recordCompany', 'fatherName', 'motherName', 'residence', 'kind', 'kickoff', 'ethnicity', 'religionLabel', 'NChildren', 'genderType']",0 days 00:01:39.341854,0.89,0.8,1.0
38713,Wikidata,musicians_unionable,Musicians_unionable,90.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1]","['musician', 'musicianLabel', 'genderLabel', 'birthDate', 'cityLabel', 'familyNameLabel', 'givenNameLabel', 'fatherLabel', 'motherLabel', 'partner', 'numberOfChildren', 'genreLabel', 'websiteLabel', 'residenceLabel', 'ethnicityLabel', 'religionLabel', 'activityStart', 'twitterNameLabel', 'geniusNameLabel', 'recordLabelLabel']","['musicianID', 'birthDate', 'webpage', 'familyName', 'musicianName', 'twitterUsername', 'city', 'geniusNameLabel', 'forename', 'spouse', 'recordCompany', 'fatherName', 'motherName', 'residence', 'kind', 'kickoff', 'ethnicity', 'religionLabel', 'NChildren', 'genderType']",0 days 00:02:02.121530,0.89,0.8,1.0
39086,Wikidata,musicians_unionable,Musicians_unionable,91.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 1, 1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1]","['musician', 'musicianLabel', 'genderLabel', 'birthDate', 'cityLabel', 'familyNameLabel', 'givenNameLabel', 'fatherLabel', 'motherLabel', 'partner', 'numberOfChildren', 'genreLabel', 'websiteLabel', 'residenceLabel', 'ethnicityLabel', 'religionLabel', 'activityStart', 'twitterNameLabel', 'geniusNameLabel', 'recordLabelLabel']","['musicianID', 'birthDate', 'webpage', 'familyName', 'musicianName', 'twitterUsername', 'city', 'geniusNameLabel', 'forename', 'spouse', 'recordCompany', 'fatherName', 'motherName', 'residence', 'kind', 'kickoff', 'ethnicity', 'religionLabel', 'NChildren', 'genderType']",0 days 00:01:39.296395,0.82,0.7,1.0
39834,Wikidata,musicians_unionable,Musicians_unionable,92.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1]","['musician', 'musicianLabel', 'genderLabel', 'birthDate', 'cityLabel', 'familyNameLabel', 'givenNameLabel', 'fatherLabel', 'motherLabel', 'partner', 'numberOfChildren', 'genreLabel', 'websiteLabel', 'residenceLabel', 'ethnicityLabel', 'religionLabel', 'activityStart', 'twitterNameLabel', 'geniusNameLabel', 'recordLabelLabel']","['musicianID', 'birthDate', 'webpage', 'familyName', 'musicianName', 'twitterUsername', 'city', 'geniusNameLabel', 'forename', 'spouse', 'recordCompany', 'fatherName', 'motherName', 'residence', 'kind', 'kickoff', 'ethnicity', 'religionLabel', 'NChildren', 'genderType']",0 days 00:02:02.680753,0.89,0.8,1.0
40024,Wikidata,musicians_unionable,Musicians_unionable,93.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 1, 1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1]","['musician', 'musicianLabel', 'genderLabel', 'birthDate', 'cityLabel', 'familyNameLabel', 'givenNameLabel', 'fatherLabel', 'motherLabel', 'partner', 'numberOfChildren', 'genreLabel', 'websiteLabel', 'residenceLabel', 'ethnicityLabel', 'religionLabel', 'activityStart', 'twitterNameLabel', 'geniusNameLabel', 'recordLabelLabel']","['musicianID', 'birthDate', 'webpage', 'familyName', 'musicianName', 'twitterUsername', 'city', 'geniusNameLabel', 'forename', 'spouse', 'recordCompany', 'fatherName', 'motherName', 'residence', 'kind', 'kickoff', 'ethnicity', 'religionLabel', 'NChildren', 'genderType']",0 days 00:01:38.579215,0.82,0.7,1.0
40691,Wikidata,musicians_unionable,Musicians_unionable,94.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1]","['musician', 'musicianLabel', 'genderLabel', 'birthDate', 'cityLabel', 'familyNameLabel', 'givenNameLabel', 'fatherLabel', 'motherLabel', 'partner', 'numberOfChildren', 'genreLabel', 'websiteLabel', 'residenceLabel', 'ethnicityLabel', 'religionLabel', 'activityStart', 'twitterNameLabel', 'geniusNameLabel', 'recordLabelLabel']","['musicianID', 'birthDate', 'webpage', 'familyName', 'musicianName', 'twitterUsername', 'city', 'geniusNameLabel', 'forename', 'spouse', 'recordCompany', 'fatherName', 'motherName', 'residence', 'kind', 'kickoff', 'ethnicity', 'religionLabel', 'NChildren', 'genderType']",0 days 00:02:01.634641,0.89,0.8,1.0
40952,Wikidata,musicians_unionable,Musicians_unionable,95.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 1, 1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1]","['musician', 'musicianLabel', 'genderLabel', 'birthDate', 'cityLabel', 'familyNameLabel', 'givenNameLabel', 'fatherLabel', 'motherLabel', 'partner', 'numberOfChildren', 'genreLabel', 'websiteLabel', 'residenceLabel', 'ethnicityLabel', 'religionLabel', 'activityStart', 'twitterNameLabel', 'geniusNameLabel', 'recordLabelLabel']","['musicianID', 'birthDate', 'webpage', 'familyName', 'musicianName', 'twitterUsername', 'city', 'geniusNameLabel', 'forename', 'spouse', 'recordCompany', 'fatherName', 'motherName', 'residence', 'kind', 'kickoff', 'ethnicity', 'religionLabel', 'NChildren', 'genderType']",0 days 00:02:02.129614,0.82,0.7,1.0
