,dataset,walk_strategy,walk_length,dimension,window,learning_methd,training_algorithms,n_sentences,simlarity_value,cdt_similarity,natt_sim,y_true,y_pred,F1_score,recall,precision,s1(source),s2(target),it,execution_time,Dataset,relation,relation2
1046,dblp_acm,metapath2vec,1000,64,3,skipgram,word2vec,10000,0.75,0.8,5,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]",1.0,1.0,1.0,"['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'year', 'venue']",4,0 days 00:01:07.462875,tests_stability,dblp_acm,dataframes
1047,assays_horizontal_50_ec_av,metapath2vec,1000,64,3,skipgram,word2vec,10000,0.75,0.8,5,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0,1.0,1.0,"['assay_id', 'doc_id', 'description', 'assay_type', 'assay_test_type', 'assay_category', 'assay_organism', 'assay_tax_id', 'assay_strain', 'assay_tissue', 'assay_cell_type', 'assay_subcellular_fraction', 'tid', 'relationship_type', 'confidence_score', 'curated_by', 'src_id', 'src_assay_id', 'chembl_id', 'cell_id', 'bao_format', 'tissue_id', 'variant_id']","['chembl_id', 'assay_id', 'description', 'doc_id', 'assay_tissue', 'tissue_id', 'assay_organism', 'assay_tax_id', 'tid', 'bao_format', 'assay_type', 'confidence_score', 'relationship_type', 'assay_test_type', 'curated_by', 'assay_cell_type', 'assay_strain', 'assay_subcellular_fraction', 'cell_id', 'src_id']",8,0 days 00:01:55.503574,tests_stability,assays_horizontal_50_ec_av,dataframes
1048,prospect_horizontal_0_ec_av,metapath2vec,1000,64,3,skipgram,word2vec,10000,0.75,0.8,5,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0,1.0,1.0,"['AgencyID', 'LastName', 'FirstName', 'MiddleInitial', 'Gender', 'AddressLine1', 'AddressLine2', 'PostalCode', 'City', 'State', 'Country', 'Phone', 'Income', 'NumberCars', 'NumberChildren', 'MaritalStatus', 'Age', 'CreditRating', 'OwnOrRentFlag', 'Employer', 'NumberCreditCards', 'NetWorth']","['AgencyID', 'LastName', 'FirstName', 'AddressLine2', 'Phone', 'Income', 'PostalCode', 'AddressLine1', 'NetWorth', 'Employer', 'CreditRating', 'City', 'Age', 'State', 'MiddleInitial', 'Gender', 'NumberCreditCards', 'NumberChildren', 'NumberCars', 'MaritalStatus', 'OwnOrRentFlag', 'Country']",5,0 days 00:01:52.207882,tests_stability,prospect_horizontal_0_ec_av,dataframes
1049,prospect_horizontal_50_ec_av,metapath2vec,1000,64,3,skipgram,word2vec,10000,0.75,0.8,5,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0,1.0,1.0,"['AgencyID', 'LastName', 'FirstName', 'MiddleInitial', 'Gender', 'AddressLine1', 'AddressLine2', 'PostalCode', 'City', 'State', 'Country', 'Phone', 'Income', 'NumberCars', 'NumberChildren', 'MaritalStatus', 'Age', 'CreditRating', 'OwnOrRentFlag', 'Employer', 'NumberCreditCards', 'NetWorth']","['LastName', 'AgencyID', 'FirstName', 'Phone', 'PostalCode', 'AddressLine2', 'AddressLine1', 'NetWorth', 'Income', 'Employer', 'CreditRating', 'City', 'Age', 'State', 'MiddleInitial', 'Gender', 'NumberCreditCards', 'NumberCars', 'NumberChildren', 'MaritalStatus', 'OwnOrRentFlag', 'Country']",6,0 days 00:01:53.635790,tests_stability,prospect_horizontal_50_ec_av,dataframes
1050,dblp_acm,metapath2vec,1000,64,3,skipgram,word2vec,10000,0.75,0.8,5,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]",1.0,1.0,1.0,"['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'year', 'venue']",9,0 days 00:01:03.402673,tests_stability,dblp_acm,dataframes
1051,assays_horizontal_0_ec_ev,metapath2vec,1000,64,3,skipgram,word2vec,10000,0.75,0.8,5,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0,1.0,1.0,"['assay_id', 'doc_id', 'description', 'assay_type', 'assay_test_type', 'assay_category', 'assay_organism', 'assay_tax_id', 'assay_strain', 'assay_tissue', 'assay_cell_type', 'assay_subcellular_fraction', 'tid', 'relationship_type', 'confidence_score', 'curated_by', 'src_id', 'src_assay_id', 'chembl_id', 'cell_id', 'bao_format', 'tissue_id', 'variant_id']","['chembl_id', 'assay_id', 'description', 'doc_id', 'assay_tissue', 'tissue_id', 'assay_organism', 'assay_tax_id', 'tid', 'bao_format', 'relationship_type', 'assay_type', 'confidence_score', 'curated_by', 'assay_test_type', 'assay_cell_type', 'cell_id', 'assay_strain', 'assay_subcellular_fraction', 'src_id']",4,0 days 00:01:50.762543,tests_stability,assays_horizontal_0_ec_ev,dataframes
1052,assays_horizontal_50_ec_av,metapath2vec,1000,64,3,skipgram,word2vec,10000,0.75,0.8,5,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0,1.0,1.0,"['assay_id', 'doc_id', 'description', 'assay_type', 'assay_test_type', 'assay_category', 'assay_organism', 'assay_tax_id', 'assay_strain', 'assay_tissue', 'assay_cell_type', 'assay_subcellular_fraction', 'tid', 'relationship_type', 'confidence_score', 'curated_by', 'src_id', 'src_assay_id', 'chembl_id', 'cell_id', 'bao_format', 'tissue_id', 'variant_id']","['chembl_id', 'assay_id', 'description', 'doc_id', 'assay_tissue', 'tissue_id', 'assay_tax_id', 'assay_organism', 'tid', 'bao_format', 'assay_type', 'confidence_score', 'relationship_type', 'curated_by', 'assay_test_type', 'assay_cell_type', 'cell_id', 'src_id', 'assay_strain', 'assay_subcellular_fraction']",3,0 days 00:02:01.697484,tests_stability,assays_horizontal_50_ec_av,dataframes
1053,amazon_google_exp,metapath2vec,1000,64,3,skipgram,word2vec,10000,0.75,0.8,5,"[1, 1, 1, 1]","[1, 1, 1, 1]",1.0,1.0,1.0,"['id', 'title', 'manufacturer', 'price']","['id', 'title', 'price', 'manufacturer']",2,0 days 00:00:55.533359,tests_stability,amazon_google_exp,dataframes
1054,assays_horizontal_0_ec_ev,metapath2vec,1000,64,3,skipgram,word2vec,10000,0.75,0.8,5,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0,1.0,1.0,"['assay_id', 'doc_id', 'description', 'assay_type', 'assay_test_type', 'assay_category', 'assay_organism', 'assay_tax_id', 'assay_strain', 'assay_tissue', 'assay_cell_type', 'assay_subcellular_fraction', 'tid', 'relationship_type', 'confidence_score', 'curated_by', 'src_id', 'src_assay_id', 'chembl_id', 'cell_id', 'bao_format', 'tissue_id', 'variant_id']","['chembl_id', 'assay_id', 'description', 'doc_id', 'assay_tissue', 'tissue_id', 'assay_tax_id', 'assay_organism', 'tid', 'bao_format', 'relationship_type', 'assay_type', 'confidence_score', 'curated_by', 'assay_test_type', 'assay_cell_type', 'cell_id', 'src_id', 'assay_subcellular_fraction', 'assay_strain']",1,0 days 00:01:57.143392,tests_stability,assays_horizontal_0_ec_ev,dataframes
1055,beeradvo_ratebeer,metapath2vec,1000,64,3,skipgram,word2vec,10000,0.75,0.8,5,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]",1.0,1.0,1.0,"['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",3,0 days 00:00:49.922288,tests_stability,beeradvo_ratebeer,dataframes
1056,fodors_zagats,metapath2vec,1000,64,3,skipgram,word2vec,10000,0.75,0.8,5,"[1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1]",1.0,1.0,1.0,"['id', 'name', 'addr', 'city', 'phone', 'type', 'class']","['id', 'class', 'phone', 'name', 'addr', 'type', 'city']",4,0 days 00:00:38.739751,tests_stability,fodors_zagats,dataframes
1057,amazon_google_exp,metapath2vec,1000,64,3,skipgram,word2vec,10000,0.75,0.8,5,"[1, 1, 1, 1]","[1, 1, 1, 1]",1.0,1.0,1.0,"['id', 'title', 'manufacturer', 'price']","['id', 'title', 'price', 'manufacturer']",3,0 days 00:01:03.011757,tests_stability,amazon_google_exp,dataframes
1058,musicians_unionable,metapath2vec,1000,64,3,skipgram,word2vec,10000,0.75,0.8,5,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.89,0.8,1.0,"['musician', 'musicianLabel', 'genderLabel', 'birthDate', 'cityLabel', 'familyNameLabel', 'givenNameLabel', 'fatherLabel', 'motherLabel', 'partner', 'numberOfChildren', 'genreLabel', 'websiteLabel', 'residenceLabel', 'ethnicityLabel', 'religionLabel', 'activityStart', 'twitterNameLabel', 'geniusNameLabel', 'recordLabelLabel']","['musicianID', 'birthDate', 'webpage', 'familyName', 'musicianName', 'twitterUsername', 'city', 'geniusNameLabel', 'forename', 'spouse', 'recordCompany', 'fatherName', 'motherName', 'residence', 'kind', 'kickoff', 'ethnicity', 'religionLabel', 'NChildren', 'genderType']",0,0 days 00:01:43.484509,tests_stability,Musicians_unionable,dataframes
1059,assays_horizontal_100_ec_av,metapath2vec,1000,64,3,skipgram,word2vec,10000,0.75,0.8,5,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0,1.0,1.0,"['assay_id', 'doc_id', 'description', 'assay_type', 'assay_test_type', 'assay_category', 'assay_organism', 'assay_tax_id', 'assay_strain', 'assay_tissue', 'assay_cell_type', 'assay_subcellular_fraction', 'tid', 'relationship_type', 'confidence_score', 'curated_by', 'src_id', 'src_assay_id', 'chembl_id', 'cell_id', 'bao_format', 'tissue_id', 'variant_id']","['assay_id', 'chembl_id', 'description', 'doc_id', 'assay_tissue', 'tissue_id', 'assay_tax_id', 'assay_organism', 'tid', 'bao_format', 'confidence_score', 'assay_type', 'relationship_type', 'curated_by', 'assay_cell_type', 'assay_test_type', 'cell_id', 'assay_subcellular_fraction', 'assay_strain', 'src_id']",2,0 days 00:01:51.025493,tests_stability,assays_horizontal_100_ec_av,dataframes
1060,beeradvo_ratebeer,metapath2vec,1000,64,3,skipgram,word2vec,10000,0.75,0.8,5,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]",1.0,1.0,1.0,"['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",9,0 days 00:00:50.175429,tests_stability,beeradvo_ratebeer,dataframes
1061,assays_horizontal_50_ec_av,metapath2vec,1000,64,3,skipgram,word2vec,10000,0.75,0.8,5,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0,1.0,1.0,"['assay_id', 'doc_id', 'description', 'assay_type', 'assay_test_type', 'assay_category', 'assay_organism', 'assay_tax_id', 'assay_strain', 'assay_tissue', 'assay_cell_type', 'assay_subcellular_fraction', 'tid', 'relationship_type', 'confidence_score', 'curated_by', 'src_id', 'src_assay_id', 'chembl_id', 'cell_id', 'bao_format', 'tissue_id', 'variant_id']","['chembl_id', 'assay_id', 'description', 'doc_id', 'assay_tissue', 'tissue_id', 'assay_tax_id', 'assay_organism', 'tid', 'bao_format', 'confidence_score', 'relationship_type', 'curated_by', 'assay_type', 'assay_test_type', 'assay_cell_type', 'cell_id', 'assay_subcellular_fraction', 'src_id', 'assay_strain']",7,0 days 00:01:52.776627,tests_stability,assays_horizontal_50_ec_av,dataframes
1062,dblp_acm,metapath2vec,1000,64,3,skipgram,word2vec,10000,0.75,0.8,5,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]",1.0,1.0,1.0,"['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'year', 'venue']",8,0 days 00:01:06.460385,tests_stability,dblp_acm,dataframes
1063,prospect_horizontal_0_ec_av,metapath2vec,1000,64,3,skipgram,word2vec,10000,0.75,0.8,5,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0,1.0,1.0,"['AgencyID', 'LastName', 'FirstName', 'MiddleInitial', 'Gender', 'AddressLine1', 'AddressLine2', 'PostalCode', 'City', 'State', 'Country', 'Phone', 'Income', 'NumberCars', 'NumberChildren', 'MaritalStatus', 'Age', 'CreditRating', 'OwnOrRentFlag', 'Employer', 'NumberCreditCards', 'NetWorth']","['LastName', 'FirstName', 'AgencyID', 'PostalCode', 'AddressLine2', 'AddressLine1', 'Phone', 'NetWorth', 'Income', 'Employer', 'CreditRating', 'City', 'Age', 'State', 'MiddleInitial', 'Gender', 'NumberCreditCards', 'NumberCars', 'NumberChildren', 'MaritalStatus', 'OwnOrRentFlag', 'Country']",2,0 days 00:01:51.321456,tests_stability,prospect_horizontal_0_ec_av,dataframes
1064,assays_horizontal_100_ec_av,metapath2vec,1000,64,3,skipgram,word2vec,10000,0.75,0.8,5,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0,1.0,1.0,"['assay_id', 'doc_id', 'description', 'assay_type', 'assay_test_type', 'assay_category', 'assay_organism', 'assay_tax_id', 'assay_strain', 'assay_tissue', 'assay_cell_type', 'assay_subcellular_fraction', 'tid', 'relationship_type', 'confidence_score', 'curated_by', 'src_id', 'src_assay_id', 'chembl_id', 'cell_id', 'bao_format', 'tissue_id', 'variant_id']","['chembl_id', 'assay_id', 'description', 'doc_id', 'tissue_id', 'assay_tissue', 'assay_tax_id', 'assay_organism', 'tid', 'bao_format', 'assay_type', 'relationship_type', 'confidence_score', 'assay_test_type', 'curated_by', 'cell_id', 'assay_cell_type', 'src_id', 'assay_subcellular_fraction', 'assay_strain']",7,0 days 00:01:50.110569,tests_stability,assays_horizontal_100_ec_av,dataframes
1065,musicians_unionable,metapath2vec,1000,64,3,skipgram,word2vec,10000,0.75,0.8,5,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.92,0.85,1.0,"['musician', 'musicianLabel', 'genderLabel', 'birthDate', 'cityLabel', 'familyNameLabel', 'givenNameLabel', 'fatherLabel', 'motherLabel', 'partner', 'numberOfChildren', 'genreLabel', 'websiteLabel', 'residenceLabel', 'ethnicityLabel', 'religionLabel', 'activityStart', 'twitterNameLabel', 'geniusNameLabel', 'recordLabelLabel']","['musicianID', 'birthDate', 'webpage', 'familyName', 'musicianName', 'twitterUsername', 'city', 'geniusNameLabel', 'forename', 'spouse', 'recordCompany', 'fatherName', 'motherName', 'residence', 'kind', 'kickoff', 'ethnicity', 'religionLabel', 'NChildren', 'genderType']",8,0 days 00:01:41.812767,tests_stability,Musicians_unionable,dataframes
1066,assays_horizontal_0_ec_ev,metapath2vec,1000,64,3,skipgram,word2vec,10000,0.75,0.8,5,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0,1.0,1.0,"['assay_id', 'doc_id', 'description', 'assay_type', 'assay_test_type', 'assay_category', 'assay_organism', 'assay_tax_id', 'assay_strain', 'assay_tissue', 'assay_cell_type', 'assay_subcellular_fraction', 'tid', 'relationship_type', 'confidence_score', 'curated_by', 'src_id', 'src_assay_id', 'chembl_id', 'cell_id', 'bao_format', 'tissue_id', 'variant_id']","['chembl_id', 'assay_id', 'description', 'doc_id', 'assay_tissue', 'tissue_id', 'assay_tax_id', 'assay_organism', 'tid', 'bao_format', 'confidence_score', 'relationship_type', 'assay_type', 'curated_by', 'assay_test_type', 'cell_id', 'assay_cell_type', 'assay_subcellular_fraction', 'src_id', 'assay_strain']",8,0 days 00:01:50.087040,tests_stability,assays_horizontal_0_ec_ev,dataframes
1067,assays_horizontal_50_ec_av,metapath2vec,1000,64,3,skipgram,word2vec,10000,0.75,0.8,5,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0,1.0,1.0,"['assay_id', 'doc_id', 'description', 'assay_type', 'assay_test_type', 'assay_category', 'assay_organism', 'assay_tax_id', 'assay_strain', 'assay_tissue', 'assay_cell_type', 'assay_subcellular_fraction', 'tid', 'relationship_type', 'confidence_score', 'curated_by', 'src_id', 'src_assay_id', 'chembl_id', 'cell_id', 'bao_format', 'tissue_id', 'variant_id']","['assay_id', 'chembl_id', 'description', 'doc_id', 'tissue_id', 'assay_tissue', 'assay_tax_id', 'assay_organism', 'tid', 'bao_format', 'confidence_score', 'assay_type', 'relationship_type', 'assay_test_type', 'curated_by', 'cell_id', 'assay_cell_type', 'assay_strain', 'src_id', 'assay_subcellular_fraction']",6,0 days 00:01:49.438715,tests_stability,assays_horizontal_50_ec_av,dataframes
1068,prospect_horizontal_50_ec_av,metapath2vec,1000,64,3,skipgram,word2vec,10000,0.75,0.8,5,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0,1.0,1.0,"['AgencyID', 'LastName', 'FirstName', 'MiddleInitial', 'Gender', 'AddressLine1', 'AddressLine2', 'PostalCode', 'City', 'State', 'Country', 'Phone', 'Income', 'NumberCars', 'NumberChildren', 'MaritalStatus', 'Age', 'CreditRating', 'OwnOrRentFlag', 'Employer', 'NumberCreditCards', 'NetWorth']","['AgencyID', 'LastName', 'FirstName', 'PostalCode', 'Phone', 'AddressLine1', 'NetWorth', 'AddressLine2', 'Income', 'Employer', 'CreditRating', 'City', 'Age', 'State', 'MiddleInitial', 'Gender', 'NumberCreditCards', 'NumberCars', 'NumberChildren', 'MaritalStatus', 'OwnOrRentFlag', 'Country']",0,0 days 00:01:55.585892,tests_stability,prospect_horizontal_50_ec_av,dataframes
1069,amazon_google_exp,metapath2vec,1000,64,3,skipgram,word2vec,10000,0.75,0.8,5,"[1, 1, 1, 1]","[1, 1, 1, 1]",1.0,1.0,1.0,"['id', 'title', 'manufacturer', 'price']","['id', 'title', 'price', 'manufacturer']",4,0 days 00:01:01.673008,tests_stability,amazon_google_exp,dataframes
1070,amazon_google_exp,metapath2vec,1000,64,3,skipgram,word2vec,10000,0.75,0.8,5,"[1, 1, 1, 1]","[1, 1, 1, 1]",1.0,1.0,1.0,"['id', 'title', 'manufacturer', 'price']","['id', 'title', 'price', 'manufacturer']",9,0 days 00:00:56.714230,tests_stability,amazon_google_exp,dataframes
1071,musicians_unionable,metapath2vec,1000,64,3,skipgram,word2vec,10000,0.75,0.8,5,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.89,0.8,1.0,"['musician', 'musicianLabel', 'genderLabel', 'birthDate', 'cityLabel', 'familyNameLabel', 'givenNameLabel', 'fatherLabel', 'motherLabel', 'partner', 'numberOfChildren', 'genreLabel', 'websiteLabel', 'residenceLabel', 'ethnicityLabel', 'religionLabel', 'activityStart', 'twitterNameLabel', 'geniusNameLabel', 'recordLabelLabel']","['musicianID', 'birthDate', 'webpage', 'familyName', 'musicianName', 'twitterUsername', 'geniusNameLabel', 'city', 'forename', 'spouse', 'recordCompany', 'fatherName', 'motherName', 'residence', 'kind', 'kickoff', 'ethnicity', 'religionLabel', 'NChildren', 'genderType']",6,0 days 00:01:40.816572,tests_stability,Musicians_unionable,dataframes
1072,assays_horizontal_100_ec_av,metapath2vec,1000,64,3,skipgram,word2vec,10000,0.75,0.8,5,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0,1.0,1.0,"['assay_id', 'doc_id', 'description', 'assay_type', 'assay_test_type', 'assay_category', 'assay_organism', 'assay_tax_id', 'assay_strain', 'assay_tissue', 'assay_cell_type', 'assay_subcellular_fraction', 'tid', 'relationship_type', 'confidence_score', 'curated_by', 'src_id', 'src_assay_id', 'chembl_id', 'cell_id', 'bao_format', 'tissue_id', 'variant_id']","['chembl_id', 'assay_id', 'description', 'doc_id', 'assay_tissue', 'tissue_id', 'assay_organism', 'assay_tax_id', 'tid', 'bao_format', 'relationship_type', 'confidence_score', 'assay_type', 'curated_by', 'assay_test_type', 'cell_id', 'assay_cell_type', 'assay_subcellular_fraction', 'assay_strain', 'src_id']",4,0 days 00:01:54.825485,tests_stability,assays_horizontal_100_ec_av,dataframes
1073,assays_horizontal_0_ec_ev,metapath2vec,1000,64,3,skipgram,word2vec,10000,0.75,0.8,5,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0,1.0,1.0,"['assay_id', 'doc_id', 'description', 'assay_type', 'assay_test_type', 'assay_category', 'assay_organism', 'assay_tax_id', 'assay_strain', 'assay_tissue', 'assay_cell_type', 'assay_subcellular_fraction', 'tid', 'relationship_type', 'confidence_score', 'curated_by', 'src_id', 'src_assay_id', 'chembl_id', 'cell_id', 'bao_format', 'tissue_id', 'variant_id']","['chembl_id', 'assay_id', 'description', 'doc_id', 'assay_tissue', 'tissue_id', 'assay_tax_id', 'assay_organism', 'tid', 'bao_format', 'relationship_type', 'confidence_score', 'assay_type', 'curated_by', 'assay_test_type', 'assay_cell_type', 'cell_id', 'src_id', 'assay_subcellular_fraction', 'assay_strain']",6,0 days 00:01:50.328812,tests_stability,assays_horizontal_0_ec_ev,dataframes
1074,fodors_zagats,metapath2vec,1000,64,3,skipgram,word2vec,10000,0.75,0.8,5,"[1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1]",1.0,1.0,1.0,"['id', 'name', 'addr', 'city', 'phone', 'type', 'class']","['class', 'name', 'id', 'phone', 'addr', 'type', 'city']",6,0 days 00:00:38.671109,tests_stability,fodors_zagats,dataframes
1075,prospect_horizontal_0_ec_av,metapath2vec,1000,64,3,skipgram,word2vec,10000,0.75,0.8,5,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0,1.0,1.0,"['AgencyID', 'LastName', 'FirstName', 'MiddleInitial', 'Gender', 'AddressLine1', 'AddressLine2', 'PostalCode', 'City', 'State', 'Country', 'Phone', 'Income', 'NumberCars', 'NumberChildren', 'MaritalStatus', 'Age', 'CreditRating', 'OwnOrRentFlag', 'Employer', 'NumberCreditCards', 'NetWorth']","['AgencyID', 'LastName', 'FirstName', 'PostalCode', 'Phone', 'NetWorth', 'AddressLine2', 'Income', 'AddressLine1', 'Employer', 'CreditRating', 'City', 'Age', 'State', 'MiddleInitial', 'Gender', 'NumberCreditCards', 'MaritalStatus', 'NumberChildren', 'NumberCars', 'OwnOrRentFlag', 'Country']",0,0 days 00:01:50.546959,tests_stability,prospect_horizontal_0_ec_av,dataframes
1076,assays_horizontal_50_ec_av,metapath2vec,1000,64,3,skipgram,word2vec,10000,0.75,0.8,5,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0,1.0,1.0,"['assay_id', 'doc_id', 'description', 'assay_type', 'assay_test_type', 'assay_category', 'assay_organism', 'assay_tax_id', 'assay_strain', 'assay_tissue', 'assay_cell_type', 'assay_subcellular_fraction', 'tid', 'relationship_type', 'confidence_score', 'curated_by', 'src_id', 'src_assay_id', 'chembl_id', 'cell_id', 'bao_format', 'tissue_id', 'variant_id']","['chembl_id', 'assay_id', 'description', 'doc_id', 'assay_tissue', 'tissue_id', 'assay_organism', 'assay_tax_id', 'tid', 'bao_format', 'assay_type', 'relationship_type', 'confidence_score', 'assay_test_type', 'curated_by', 'cell_id', 'assay_cell_type', 'src_id', 'assay_subcellular_fraction', 'assay_strain']",5,0 days 00:02:05.360254,tests_stability,assays_horizontal_50_ec_av,dataframes
1077,assays_horizontal_100_ec_av,metapath2vec,1000,64,3,skipgram,word2vec,10000,0.75,0.8,5,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0,1.0,1.0,"['assay_id', 'doc_id', 'description', 'assay_type', 'assay_test_type', 'assay_category', 'assay_organism', 'assay_tax_id', 'assay_strain', 'assay_tissue', 'assay_cell_type', 'assay_subcellular_fraction', 'tid', 'relationship_type', 'confidence_score', 'curated_by', 'src_id', 'src_assay_id', 'chembl_id', 'cell_id', 'bao_format', 'tissue_id', 'variant_id']","['assay_id', 'chembl_id', 'description', 'doc_id', 'assay_tissue', 'tissue_id', 'assay_tax_id', 'assay_organism', 'tid', 'bao_format', 'assay_type', 'relationship_type', 'confidence_score', 'assay_test_type', 'curated_by', 'assay_cell_type', 'cell_id', 'assay_subcellular_fraction', 'src_id', 'assay_strain']",3,0 days 00:01:51.856030,tests_stability,assays_horizontal_100_ec_av,dataframes
